x,kde,ekf_gaussian
-17.0862128342918,0.0081822952345606964,0.13629947060599026
-17.053998739800669,0.0083208860347616723,0.13826004510522061
-17.021784645309538,0.0084609115000742596,0.14021163482454907
-16.98957055081841,0.0086023653702371073,0.142153070727288
-16.957356456327283,0.0087452408170812946,0.1440831755665056
-16.925142361836151,0.0088895304380802939,0.14600076502845818
-16.89292826734502,0.0090352262501050638,0.1479046489011317
-16.860714172853893,0.009182319683390807,0.14979363226636178
-16.828500078362765,0.0093308015757237236,0.15166651671393774
-16.796285983871634,0.0094806621668540193,0.15352210157603147
-16.764071889380503,0.0096318910931432293,0.15535918518023603
-16.731857794889375,0.0097844773824529753,0.15717656611944228
-16.699643700398248,0.0099384094492820253,0.15897304453672556
-16.667429605907117,0.010093675090158571,0.16074742342336606
-16.635215511415986,0.010250261479295395,0.1624985099280801
-16.603001416924858,0.010408155164513981,0.16422511667549708
-16.570787322433731,0.010567342063445343,0.16592606309187566
-16.538573227942599,0.010727807460012907,0.1676001767360166
-16.506359133451468,0.010889536001205348,0.16924629463330082
-16.474145038960341,0.011052511694145149,0.17086326461075219
-16.44193094446921,0.011216717903459182,0.17244994663100069
-16.409716849978082,0.011382137348957986,0.17400521412300138
